P11142
P55011
Q2TAY7
O75223
O75821
P49790
Q9NYF8
P42677
Q96PK6
P05026
Q8IWI9
Q16836
P62942
P02786
P05455
P31150
O15027
P27797
P42167
P54289
P13591
O14828
P43307
O15047
Q96AY3
P43243
O43505
P52701
Q9BVP2
Q9H3G5
P62979
Q9BY44
P22695
P47756
P08648
P25205
Q9UQ80
Q5JRA6
P55786
P47897
P56182
Q04837
Q9UNF0
P22626
Q9NW64
O75170
P54136
Q13185
O43657
P62249
Q9BPX3
Q8TCT9
O14654
P78344
Q96BD5
P04844
Q9Y3I0
O43684
Q7Z4H8
Q99700
Q5T200
P17152
Q15042
O43670
Q5JRX3
Q8NBJ7
P13674
O15144
P00367
P13861
P56199
Q9Y6N7
P49419
Q02878
P25786
P11047
P41227
P60174
Q12792
P30050
P46777
Q9UIQ6
Q13148
Q9UMR2
P11940
Q9UHD1
P46087
P53621
Q53GS9
P16152
Q9Y2X9
P37837
O75694
Q14686
Q29RF7
Q99666
P00966
O95104
O14617
P07195
Q8NE71
Q99460
Q92643
P17655
P38606
P52788
Q9BS26
Q9HAV4
P25787
Q9BZJ0
Q68E01
P00338
Q6NVY1
P02533
O95059
P18858
Q92793
P08134
P30084
Q9Y2Z0
Q5SW79
P18077
Q16656
P52888
P07942
Q8N3C0
Q9Y3B8
P11216
Q49A26
Q8IWF2
Q9Y490
Q6PKG0
P13489
P05556
O00264
Q9UL46
Q6ZRP7
Q15032
P34897
P17858
Q8TAT6
Q99733
Q8N1F7
O60884
P53992
O60568
O95757
Q6P4Q7
P35998
P09543
Q8N3U4
Q9UBE0
P22413
Q12788
P46940
P99999
P11802
P51570
Q5VT66
Q8N163
Q15181
Q9NVI1
Q06787
P18669
P08754
P60953
P28288
Q9UNX4
Q9BXJ9
O75915
Q9UMS4
Q8N3X1
P62495
P62987
P46013
Q9H0V9
P00491
Q04726
P62805
Q3ZCQ8
P07737
Q9NV96
P47813
P60866
O75376
Q10567
O94855
P25788
P62826
Q9Y5Y0
Q9Y467
O75663
Q8N684
Q10713
Q01650
P46779
Q14966
P15531
Q13445
O76094
P84090
P08133
Q07666
P04075
Q9NYJ8
Q9BQG0
Q9ULU4
Q8ND83
O15372
P31946
Q8WXI9
P03905
Q7L9L4
Q8TCJ2
Q9ULH7
Q4G148
Q14697
Q2KHR2
Q9H0E3
Q13347
P09651
O00330
O75152
Q7Z417
O60493
Q9BTY2
Q16186
Q9H1B7
Q9Y5Q8
Q13330
Q8NI36
P26367
P63010
P11310
O43819
Q86V85
P51991
Q96I24
P31040
Q05639
Q9ULM3
O00116
O60832
Q9BY67
P05198
P06744
Q96AE4
O15164
P50454
O96008
Q9H4A3
Q9Y3F4
P07858
P36542
P11279
Q7Z7K6
P84103
P53004
Q04727
Q14671
Q06546
Q9NPI6
P21796
Q7KYR7
Q8TF68
Q9UNS2
Q8NFW8
P23193
Q8IWS0
Q9H2J7
Q9Y5A9
O95831
P11586
Q6P3W7
Q13098
Q9BV38
P16220
P62263
Q7Z739
Q8IVW6
Q9UI36
Q8WWM7
P18124
Q9BVA1
Q92823
P60468
P46776
P46781
P32119
P62906
Q06830
Q9H8H3
Q12872
Q96RQ3
P68371
Q06203
P61981
Q8TBC4
O15371
Q8TEX9
P82979
O14980
Q15800
P05412
Q15723
P28066
Q15785
Q92692
Q15020
P56545
Q9P035
P61619
Q9UKX7
Q14118
O15347
Q99714
Q16531
P27348
Q9HB71
P43034
Q9UHR5
P14324
P30533
Q15366
Q96EB1
Q9C0H2
P51790
Q9Y282
Q71DI3
P62841
Q13200
Q8TEQ8
Q9H0C8
Q9H2U2
P84243
Q5T9A4
Q9NVI7
O75390
P61201
Q96CN7
O96005
Q13151
P49207
Q92540
Q8IX12
Q8NBU5
P11831
Q9Y618
P68431
O00469
Q6YN16
Q9ULC4
Q9NQW7
Q9NZ53
P54886
P51809
P60228
Q96QD8
O75925
P12955
P62424
P12236
Q9H4A4
Q7L1Q6
O14964
Q15393
Q9UHN6
Q8TAQ2
Q15365
Q7L2E3
Q01970
P62314
O60518
Q15942
Q86YP4
P22392
P30825
Q969Q0
Q9NXV6
P67809
P25398
Q13547
Q15021
P60891
Q14498
P78364
Q6P4R8
Q9Y3S1
Q6ZMG9
Q14677
Q9NNW5
Q96RN5
P62873
P26599
P52594
P49720
Q8NFZ8
P27635
Q58EX2
P46379
P26373
Q96EP5
Q96T58
P15291
Q13242
P30566
Q96KP4
P42785
Q96N67
Q9HCU5
P18031
Q9BSJ8
P30405
Q9Y277
P01892
O75503
Q00341
Q8N8S7
P11766
P07910
O43251
Q9UBQ7
O43707
Q8IYB5
P62937
Q13555
Q92922
P55795
P21281
P54709
P08865
P08069
Q9BQE3
P61313
Q8IWA5
P24928
O60318
O75718
P48507
O75157
Q9BX67
Q5SY16
P78347
P51648
P61964
P04062
O76003
P61019
Q9NSD9
Q8WYP5
Q16576
P05141
Q9NZI8
P52756
Q99497
P50213
P00505
Q9Y6M5
Q99615
Q96KA5
P61011
P35659
Q9BVK6
P09234
Q01081
Q15050
Q14566
P11413
Q9HB07
Q92900
Q16629
O95861
Q96PU8
P39019
O95602
Q15717
Q92538
Q9Y312
P07477
Q13162
Q15631
Q9BPW8
Q99848
O15127
Q9Y3U8
P49281
Q9Y224
Q5JTV8
P04066
P61163
O00425
O00429
Q9H9B4
O00217
Q14684
P49643
Q96HC4
P26583
P15880
Q96HS1
P26640
P26368
P08237
Q15046
Q9BZZ5
P30260
Q8IV08
O95782
O75367
O94973
Q99523
O15031
Q15836
Q68CP9
Q01813
O75398
Q9BYJ9
O43660
P08962
Q9P2K2
Q16563
Q8IWT6
Q00059
Q9NZN8
Q6W2J9
P0DN79
P26196
Q7Z7H5
Q86X55
Q9NVH1
P49736
P62750
P08559
P42126
Q93008
P68133
Q9UIA9
P30086
P11117
P43897
P11166
Q8WXF1
Q13155
P32929
Q96EY1
Q6MZP7
P15104
Q9Y5V3
P51114
Q96FW1
Q9HC35
Q5VW32
Q13765
Q9H813
Q9HBD1
Q13423
Q5SRE5
Q9Y237
Q08722
Q96F63
Q9UK61
O14818
P29992
Q6UVY6
O43143
Q9UKN8
Q8IZ21
Q9H3U1
Q9NRL2
Q15056
Q8NCM8
P51858
P06730
Q96I51
P42166
P22059
O15258
P30040
Q9NZ63
Q9HCE1
Q9BQ39
Q6RW13
Q86TU7
Q96K80
Q969G3
P49257
Q86V81
P09972
Q96RK0
Q9UI12
P17812
P55036
O75396
P16989
P12081
Q15024
Q12888
Q9NRX5
Q8NEZ5
O95674
P50897
P56385
Q02252
Q96F07
P34896
Q9UJZ1
Q9UBB4
Q8IUD2
Q9UIG0
Q7Z5K2
Q14BN4
P30622
Q68CP4
P14314
Q9ULK4
Q8WU90
Q9GZL7
P46821
Q9NRK6
O15498
Q6VMQ6
O75387
O00273
O75818
Q9Y5B9
Q9Y2A7
Q12874
P54802
Q04864
O75190
Q06210
O15460
Q96HE7
Q86WB0
Q15843
Q9H2G2
Q6YP21
Q9NQW6
O75306
Q9BT78
Q9P2N6
Q07864
Q9BUQ8
Q8IWV8
Q9HC52
Q9H7N4
Q96KG9
Q9BWS9
Q9NP77
Q9GZR7
Q13283
P46199
P05067
Q9GZS3
Q8NAV1
Q8NBN3
Q8N1F8
P49750
P47985
O75976
P61106
Q9H3S7
P61326
Q16566
P52565
Q9NP73
P48960
Q5F1R6
Q9NTX5
Q96E11
Q12972
Q12824
Q96F86
P29323
P63167
Q9UBF8
Q9NRZ9
P85037
Q9NWU5
Q9Y383
P08758
Q9Y5A7
O60343
Q03001
Q15375
O76075
P52294
Q14690
A2RU67
Q9Y5X3
O00767
Q71UI9
Q00577
Q02447
Q9ULX6
P27707
O14976
Q9NZB2
Q96KC8
Q86SX6
Q9UM54
Q4KMQ2
Q01130
Q9NQS3
Q15811
P41743
Q96RP9
Q9H8M5
Q86WJ1
Q7Z4Q2
P52789
Q14165
Q9P2E9
O95081
Q96JB5
Q8IYB8
Q12860
Q96DI7
P49756
O15397
Q52LJ0
Q15014
Q99798
P26358
Q9H3P2
Q16181
P57721
Q9BXP5
Q7Z4V5
P07339
Q15424
Q9UNW1
Q6ZN17
Q03252
Q5VUA4
Q8NC56
O15294
P55084
O94906
Q9P244
Q9Y6Q9
Q9Y2W1

Q96C36
P62318
O75934
Q15008
Q9Y672
Q9BQ52
Q8WUA4
O43823
P52907
O00186
O75122
O14972
O43719
P23368
P46109
Q9NW13
Q13206
P33993
P62244
O15160
Q05048
P49321
P50895
P50402
P35080
Q96N66
A2RRP1
Q13951
Q8TC07
Q9P273
Q7Z7N9
O60684
Q96QK1
Q07065
Q6IBS0
P51572
Q9NVP1
Q9UI30
Q86UE4
Q8TDW0
Q15003
Q14247
P61160
O94886
Q9NUQ9
P36871
O75391
O43303
O75534
Q92620
P29317
Q9HD20
P68871
O95163
Q8NFD5
Q9H6U8
Q9NVM9
Q12756
Q9Y5M8
Q5JWF2
Q96SB4
Q9UEW8
Q9H974
Q9Y263
P06213
O43818
O75832
P63096
Q14676
Q92859
Q96HY7
Q9UKV3
Q15363
P43121
Q9UNF1
Q9UBG0
Q9NX24
Q8N1G4
P23588
P60981
Q9Y696
P41440
O43765
Q9NRX1
Q8ND04
P62633
Q5H9R7
O75844
O43837
P01889
P28838
P52434
P41732
P62306
Q92585
O43598
P0CG08
Q9Y5J1
Q92615
Q9BSH4
Q86X53
Q99436
Q14203
Q8IY81
Q9NPQ8
Q7Z406
O94776
Q13217
Q15691
Q8TEY7
Q9GZT4
Q08209
Q10570
Q8NCG7
Q7L5D6
Q96T23
O60231
Q9Y4R8
Q92581
O75436
Q9Y2B0
O14950
Q969Z0
P60510
Q8NBM4
Q9UBT2
Q9Y285
P54764
P49589
Q01974
O14908
Q9UKL0
Q92673
Q9BTE6
P42696
O43824
Q9BT09
O14745
Q96D46
Q00688
Q9NWY4
O60287
Q9Y2J2
Q9Y6M1
O76021
P08621
Q9H2V7
Q9BVG9
Q99567
P06493
Q9BQC3
P53999
P13798
Q8IVS2
Q9H3K6
P30049
Q9UQE7
Q8WUM9
P52655
Q8TAG9
P49711
P20042
Q96SB8
Q86TX2
P54756
Q9UKD1
P20290
Q9NPF5
O94813
O15439
Q9H0E9
Q8IXB1
Q92485
P48723
Q9Y6E2
Q92896
Q8TCG1
O43396
Q9H9E3
O43306
Q86TI2
P05091
O00462
Q9H173
Q8N8A6
Q9NZ09
Q8NHQ9
Q14692
Q7Z4W1
Q16630
O15269
Q8N5C8
Q14151
Q92508
O75717
Q01433
Q9NTJ5
Q92908
Q8WXX5
Q05086
Q9NS86
P49768
O43395
Q07866
Q9NUN5
Q14694
Q9H9J2
P08708
Q5TDH0
O43865
O95628
Q7KZ85
P62857
P78316
P0CG41
Q9BZH6
Q9Y333
Q9HC07
Q9UHW5
Q9UIV1
Q96GC9
Q13404
A0AVT1
O60783
Q2NL82
O00629
Q92785
Q8TDD1
Q9NQS7
Q9BQ70
Q86T24
Q9UKE5
Q14257
Q14CX7
P30419
O15228
Q9Y4D7
P61758
Q96HA7
Q9Y692
Q9HCM3
Q13126
Q9UIF9
P28340
P55082
P55196
Q5VTR2
P17028
Q15057
Q8NFF5
P60983
Q01780
Q99638
Q96L92
P20810
P24386
Q9NZQ3
P55039
Q8IZ73
Q96A26
Q86XI2
P10253
P46778
Q8N2G8
P08240
O95613
Q9Y570
P50579
Q12816
Q6UX04
Q16822
Q96A54
O95801
P48444
O75096
O60870
Q5SQN1
P40616
Q96RS6
O15020
Q9H6Z4
P12532
Q9NUM4
O00139
Q7L576
P22681
Q00013
P62995
Q9NUQ3
P22033
P04818
Q99986
P62191
P62714
P10599
Q96ME7
Q9GZZ1
Q9Y6X8
P13693
Q9NW08
P25208
Q6PCB8
Q9Y6A4
O00159
P42765
Q15019
P19784
O94822
Q15102
Q9NU22
Q8WVV9
Q16740
Q9Y450
Q13188
Q9H993
Q6P3X3
P48047
Q12789
P15170
O95490
P48668
Q96EY7
Q08945
Q16763
Q96GM8
P07099
Q8NCA5
Q5VV42
Q7L014
P61289
Q9BW92
P43487
P20073
P55283
Q00796
O43264
P04899
Q8N766
Q9BUF5
P61204
P35573
P82933
Q13564
Q5H9F3
Q969H8
Q4KMP7
Q13442
P48739
P98175
Q07020
Q06124
P62269
P53618
P04156
O43813
Q8NI27
O15381
Q9Y4X5
Q9BZE1
Q9BWF3
P31153
O60341
Q68D85
P51116
Q15392
Q14019
P04637
P60033
O95433
P00533
Q8WTT2
Q9Y266
O43252
O75937
P51649
Q9BXP2
P84098
Q9P2R3
Q09028
P58546
Q8IWZ8
P84085
Q12904
Q8NBS9
O60841
Q9Y2R9
Q8NHP8
Q9BXW7
Q9BU23
Q96S66
Q9UNE7
Q86Y56
Q6P2E9
Q9UBB6
Q8TAF3
P40222
Q9GZT9
Q86UN3
Q96JP5
Q9C0C7
P32322
Q9NQX3
P62304
Q9BVI4
Q7L2H7
Q01973
O43399
Q9UL15
Q14527
P23142
Q9NRN7
Q5BKZ1
Q8N5M9
O60245
Q6ZS17
Q7Z2T5
O94826
Q9UFC0
Q96HY6
P54105
Q9BY42
Q5KU26
Q07955
Q01167
Q9HCU4
P09936
Q9BPU6
Q01804
Q4G0J3
Q9P2X0
Q99808
Q9P0T7
Q9ULD9
P05204
Q96EK6
Q9H6X2
Q9NY93
Q12996
Q8WWK9
P01116
Q9NQC3
P35250
Q8WVM8
Q9H0U3
Q9H7D7
O43815
Q99496
P43686
P30837
P49959
Q9Y613
P67775
Q9NY35
Q9H5K3
P62070
Q8NE01
Q15910
Q9NQ55
Q9Y5K5
Q9Y6N1
O60313
Q5JTZ9
Q9UIW2
O43795
Q9BUI4
Q2NKX8
P25098
P61586
Q8IZH2
Q12849
Q96EH3
Q9BTT0
Q9BRX8
Q9BR76
Q9UIU6
Q8N183
Q9H6S0
P19623
O43920
Q9UNS1
P36915
Q9BPY3
Q96H79
Q9NX62
Q9H8H0
Q9H334
Q14146
P42345
O60762
Q8IXH7
P43007
P61224
Q9UJA5
P62851
Q9BXB4
P68036
O00487
P30046
P62829
Q06265
Q9UPN6
Q09161
Q99956
P38435
A0AV96
Q8IWA0
Q9NXR7
Q9NR56
P55010
Q96L91
Q96LR5
Q99536
Q16881
Q16777
Q92688
Q6P587
Q7Z589
Q14781
O00303
Q9H3N1
Q9UGP8
P62913
Q06413
Q9Y5P4
P38159
P61353
Q5H8A4
P62879
Q9UNM6
Q13011
Q86YB8
Q969S9
Q6VY07
Q58FF8
O14786
Q9NZM3
Q9Y221
O94905
P54920
P05386
P62917
Q12948
Q9UBM7
P06280
Q9Y6C9
O00178
O00584
P51398
Q9UKY1
Q02446
P53801
Q86WC4
Q7Z460
P35237
Q9Y371
Q9P287
P35219
P49721
O75351
P61026
Q9Y289
Q00325
Q9NP79
O43847
P63173
Q92576
Q8TDN6
Q969X6
P07384
Q13617
Q13952
P83731
Q9UG63
O00115
P06756
Q9HCC0
Q13428
Q0VDF9
P56134
Q16637
Q9UBL3
P47755
Q9NR31
O75600
Q9BTX1
P53007
Q96GK7
P06865
Q6EEV6
Q9Y624
P46734
Q8TC12
Q8WTV0
P10768
P09429
P46926
Q9NZM4
P34949
Q10472
Q96A33
Q12913
O75521
Q9BSD7
P82673
Q5T440
O15440
Q5T4S7
Q99575
Q9UP95
Q12800
Q13491
Q8TD19
Q9BWD1
Q96KM6
Q5JSZ5
Q9Y2T2
P46063
Q16658
Q9NRP0
Q9UKD2
P40429
P08397
Q96G23
P07741
Q15436
O95478
P29558
P61513
O60256
P04920
Q9Y639
Q13641
Q8IYB3
Q02078
Q9UQR1
O75882
Q6ZU65
P48651
O43488
P15927
Q86W42
P49773
Q9Y4X4
P35453
Q8NDV7
Q5T0B9
Q9H2H9
Q92979
Q9Y6K0
O94916
O15260
P10619
P15529
Q6Y7W6
Q92750
Q8NBL1
Q9BXW6
P01023
Q9UBV8
P98172
Q86YN1
Q09472
P09110
O75431
P00390
Q9UN86
P17612
Q15061
O95470
Q9UI26
O43159
O00442
Q9UP83
Q15185
Q8NFH4
O75494
Q9C0C9
P46459
O75608
Q02978
Q9UHD8
Q7Z478
P63000
Q8WUY1
Q96IJ6
Q9HC56
Q86XN7
P13073
P19388
P28070
Q86U70
O15042
P61254
P61077
O00764
Q9BTA9
P46783
P23919
Q8NBF2
Q8NBJ5
Q96CW1
Q99543
Q9UGI8
P55263
Q3SY69
O96019
P48735
P53597
Q8NCW5
P49902
P36969
P20618
Q9NT62
Q9NX40
Q13868
Q9BXS5
P62847
Q9BQA1
P11172
P45877
Q8WY22
Q5SSJ5
O00483
Q15257
Q15291
P52569
Q8TB96
P68402
O75947
Q9HCK8
P82675
O75352
P21912
Q96HW7
Q96D09
Q7KZN9
P62899
P49458
O94925
Q99829
Q9NRR5
Q9UJX2
P62487
Q92990
P42766
P18846
P35249
P04179
Q9BQ95
Q9Y679
Q9UHG3
Q12770
Q9BV20
O60678
O14802
P37108
Q00535
Q14119
Q9P0L0
Q5T3J3
Q03164
Q14202
Q15596
P20585
Q9BWE0
Q99626
Q8N6T3
Q9Y3Y2
Q9HCJ0
O15235
P15151
P82912
P49916
Q96BI3
P06753
Q92667
Q8N1G2
Q8IY18
P25445
Q9H0B6
O43759
O60293
Q9NWV8
Q9Y394
O43663
O43583
Q13619
P63208
Q12965
O75153
Q16643
Q15437
P57081
P08579
Q9BV86
O15054
P56377
Q14315
Q9NRY4
P78406
Q9NP64
P10412
Q68DH5
O15014
Q15286
Q15911
P57737
Q9NZJ9
P40938
Q9HB90
P57076
P25325
Q9NZL4
P55809
P53634
Q96EE3
Q9NXH9
Q5QNW6
P57088
Q13363
O00151
Q9C0B1
Q9NQT5
Q9H2P9
Q96QV6
O95677
P36507
O14494
Q96JM3
O75151
O60637
O15504
Q9Y2G5
Q9Y5P6
P49755
Q9NR12
Q92783
Q15904
P43251
Q9UPY5
P43490
Q01085
Q9Y5S9
Q96GA3
P10114
P04632
P28482
Q9Y3T9
Q9UQ35
Q9UKF6
Q70UQ0
Q9NW15
Q9NVA2
Q9HAP2
P04626
Q16698
P27449
Q6PCB5
P38571
Q9UGV2
Q9NZM5
Q6P158
Q8NBM8
P42224
Q15287
Q6DN90
Q7L523
O95352
Q9UHW9
P42858
O43237
O95379
Q15388
Q10471
Q9UER7
Q96AB3
Q96C86
Q9Y4W6
Q96FV9
P57678
O75475
Q9NZ52
P10644
P31751
Q69YN2
Q9H5V9
P52732
Q8WV22
Q9Y3C1
Q9BZM5
Q13823
P78346
Q96LA8
P50570
Q9H3K2
Q7LGA3
Q6KC79
Q6ZNB6
P0C7T5
Q8IXI1
O00541
P08183
Q9H9Q2
A4D1S0
Q96A65
Q86UK7
Q9BRX2
Q9BU76
Q9NZ01
Q86V48
Q96BM9
P35222
Q9P0J7
Q15005
O60934
Q4ZIN3
Q8NF37
Q13444
Q9H2U1
P09001
Q5C9Z4
Q92747
Q99661
O00308
Q2KHT3
Q08378
A5D8V6
Q9NUJ1
P22061
Q9Y3A3
Q9GZR2
Q99805
Q15274
Q9H009
Q14232
Q96DB5
Q16363
Q92794
Q8TEA8
Q8IY67
O60749
P55735
Q53GS7
Q9Y2K5
Q9H3P7
P05186
Q9BZ23
Q96I59
Q14139
Q8NFC6
Q9NQR4
Q9UH65
Q15428
Q14657
P61604
P48637
Q9UJU6
O14981
Q13144
P09417
Q86XP3
O96000
P17174
P14735
P61088
Q92552
Q13356
Q08043
Q53T59
P43003
P31483
Q8NFH5
Q13443
O15550
O14979
P08174
P19525
Q15059
Q8IWR0
Q9BWW4
Q96AA3
P56537
Q9H2P0
P35244
Q8WYQ5
Q9Y2H6
P08581
Q9UKM7
P54760
Q9BQ61
P31942
Q96T21
Q7Z794
Q8N0X7
Q14533
Q9Y3B9
O95456
P81877
Q96TC7
P48449
O60216
P62993
Q9C0J8
Q9UPN3
Q13586
P10244
P55210
Q9BTE3
Q8WX93
Q9H1D9
Q6SZW1
P09012
Q8IYS1
O15230
Q9H9S5
Q9H1C4
Q9NS93
Q03701
A4D1P6
Q9BSV6
O14579
Q9H9Y6
P15954
Q16775
P49674
Q9HBM6
Q9HCD5
O94808
P19256
O14656
O43760
P07947
Q8N5C6
Q92665
Q8NHY2
Q99614
Q8TB03
Q9GZP9
Q96FJ2
O60826
Q9NWK9
Q9BSC4
P36404
Q14240
Q9HCS7
Q06136
P83881
Q5SNT2
Q9UBQ0
Q96TA1
O75165
Q96G03
P13995
Q9Y3A5
Q99717
P50748
Q86SE5
Q9Y512
P08729
Q15645
Q9H9T3
O00170
Q9BYG3
Q5JPH6
O14880
P33947
O14641
Q9P0U4
Q8NBJ9
P18085
P16403
Q86U42
O14672
P47914
Q6ZRI6
Q99942
P00568
Q9UMR5
Q15542
Q9BV44
Q9NRZ5
Q9UMY4
Q9BT40
Q9HBE1
P05496
P14678
P51812
Q149N8
Q9BYD1
P49903
Q53EL6
Q6P1L8
Q96PZ0
P35556
O00443
P08574
P42771
Q66K74
Q6PIU2
O75030
Q8WWI5
Q5T1M5
Q7Z2K6
Q969E2
Q92522
P07305
Q9UPU5
P28370
P15735
Q13257
O75530
Q13042
O00468
Q6P161
Q9H0S4
Q96CT7
P59998
Q14137
Q13247
Q07812
Q96ER3
Q15043
P78417
A0FGR8
P28072
Q15154
Q9UJW0
Q9H2C0
Q9UBW7
Q96S55
Q9H6R4
Q9Y6M9
Q13895
P53582
O94901
P42574
P54646
P53365
O60716
Q66K14
Q92889
O00400
Q8N357
Q14244
